pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
COMPUSDT-GMXUSDT,08/02-10/31,2.0921530723571777,0.35752546787261963,9,0.23246145248413086,6,12,2881,1.0747756958007812,-0.20581625401973724,
TIMEUSDT-XRPUSDT,08/02-10/31,0.8812103271484375,0.7319267988204956,34,0.02591795101761818,9,59,2881,3.6084420680999756,-2.302443504333496,
APTUSDC-ARBUSDT,08/02-10/31,1.1068745851516724,0.8643486499786377,18,0.061493031680583954,10,26,2881,2.2206554412841797,-2.288599729537964,
DOTUSDC-SDUSDT,08/02-10/31,1.8015995025634766,1.1143983602523804,7,0.25737136602401733,6,8,2881,1.2884299755096436,-1.0456892251968384,
INTERUSDT-LUNAUSDT,08/02-10/31,1.8645875453948975,0.5779776573181152,25,0.074583500623703,13,37,2881,1.6048238277435303,-0.07909875363111496,
INTERUSDT-SOLOUSDT,08/02-10/31,-2.8099205493927,0.484601765871048,28,-0.10035430639982224,11,45,2881,0.3718068301677704,-3.606626272201538,
APEUSDC-PSTAKEUSDT,08/02-10/31,-0.3108310401439667,0.11257195472717285,2,-0.15541552007198334,1,3,2881,0.21036550402641296,-0.4650691747665405,
HNTUSDT-SDUSDT,08/02-10/31,-4.212701797485352,0.6331698894500732,32,-0.13164693117141724,9,55,2881,2.750687599182129,-3.651268720626831,
AFCUSDT-ICPUSDC,08/02-10/31,-1.5600621700286865,0.26254114508628845,13,-0.12000478059053421,7,19,2881,4.939723491668701,-4.475152969360352,
AFCUSDT-VPADUSDT,08/02-10/31,-4.596743583679199,0.10965433716773987,3,-1.5322479009628296,0,6,2881,0.0,-4.490141868591309,
ETHWUSDT-XTZUSDT,08/02-10/31,1.5312292575836182,0.9491817355155945,19,0.08059101551771164,8,30,2881,2.778167963027954,-4.034379959106445,
SUSHIUSDT-USTCUSDT,08/02-10/31,-1.5696768760681152,0.5027486681938171,13,-0.12074437737464905,6,20,2881,1.731801986694336,-1.1602816581726074,
ARKMUSDT-IZIUSDT,08/02-10/31,5.023173809051514,0.6592840552330017,27,0.18604347109794617,19,35,2881,0.961292028427124,-0.37373360991477966,
SDUSDT-VPADUSDT,08/02-10/31,-1.3936939239501953,0.45736896991729736,20,-0.069684699177742,5,35,2881,3.0052649974823,-1.667061686515808,
HFTUSDC-RPLUSDT,08/02-10/31,-0.5772296190261841,1.8101704120635986,24,-0.024051234126091003,11,37,2881,1.355619192123413,-1.7440440654754639,
BICOUSDT-WAXPUSDT,08/02-10/31,0.4700961112976074,0.11161743104457855,5,0.09401921927928925,3,7,2881,0.49946051836013794,-0.30262133479118347,
OMGUSDT-RDNTUSDT,08/02-10/31,0.10954928398132324,0.5945231914520264,19,0.00576575193554163,9,29,2881,1.14191734790802,-1.929499626159668,
1INCHUSDT-SCUSDT,08/02-10/31,6.63388729095459,0.5281593799591064,11,0.603080689907074,6,16,2881,6.5195722579956055,-2.572420597076416,
