s1,s2,reason
ATOMUSDT,DOGEEUR,low_correlation_0.46
DOGEEUR,PEPEUSDT,low_correlation_0.45
CAKEUSDT,DOGEEUR,low_correlation_0.43
MANABTC,SANDBTC,low_correlation_0.30
DOGEEUR,XRPEUR,low_correlation_0.45
LUNAUSDT,LUNCUSDT,beta_out_of_range (4485.19)
SOLBTC,SOLUSDT,beta_out_of_range (0.00)
SOLBTC,SOLEUR,beta_out_of_range (0.00)
SOLBTC,SOLUSDC,beta_out_of_range (0.00)
PEPEUSDT,RVNUSDT,beta_out_of_range (0.00)
LUNAUSDT,LUNCUSDC,beta_out_of_range (4501.55)
RVNUSDT,SHIBUSDT,beta_out_of_range (2661.98)
ORDIUSDT,SATSUSDT,beta_out_of_range (97902921.62)
RVNUSDT,SHIBUSDC,beta_out_of_range (2650.45)
RVNUSDT,XECUSDT,beta_out_of_range (504.48)
AAVEUSDT,SANDUSDT,beta_out_of_range (216.50)
AXSUSDT,GALAUSDT,beta_out_of_range (232.70)
CAKEUSDT,GALAUSDT,beta_out_of_range (105.33)
FLOKIUSDT,SANDUSDT,beta_out_of_range (0.00)
AXSUSDT,RVNUSDT,beta_out_of_range (391.24)
CAKEUSDT,RVNUSDT,beta_out_of_range (175.32)
ADAUSDT,SHIBUSDT,beta_out_of_range (78863.59)
ADAUSDC,SHIBUSDT,beta_out_of_range (79001.34)
ADAUSDT,SHIBUSDC,beta_out_of_range (78581.89)
ADAUSDC,SHIBUSDC,beta_out_of_range (78722.61)
HBARUSDT,XECUSDT,beta_out_of_range (1780.34)
AXSUSDT,DGBUSDT,beta_out_of_range (955.63)
BTCUSDC,SANDUSDT,beta_out_of_range (45221.78)
SANDUSDT,SLPUSDT,beta_out_of_range (208.58)
BTCUSDT,SANDUSDT,beta_out_of_range (45125.90)
AAVEUSDT,GMTUSDT,beta_out_of_range (257.49)
DGBUSDT,FLOKIUSDT,beta_out_of_range (296.15)
AXSUSDT,SLPUSDT,beta_out_of_range (3063.09)
HBARUSDT,PEPEUSDT,beta_out_of_range (37289.39)
GALAUSDT,SHIBUSDT,beta_out_of_range (4391.64)
GALAUSDT,SHIBUSDC,beta_out_of_range (4373.59)
