s1,s2,reason
GRTUSDT,HNTUSDT,low_correlation_-0.03
ETHUSDT,MKRUSDT,low_correlation_0.50
ETHUSDC,MKRUSDT,low_correlation_0.50
ETHDAI,MKRUSDT,low_correlation_0.50
DOGEUSDT,SANDUSDT,low_correlation_0.39
MKRUSDT,STETHUSDT,low_correlation_0.49
DOGEUSDT,SANDUSDC,low_correlation_0.39
CELOUSDT,HNTUSDT,low_correlation_0.23
DOGEUSDC,SANDUSDT,low_correlation_0.36
DOGEUSDC,SANDUSDC,low_correlation_0.36
ETHUSDC,SANDUSDT,low_correlation_0.50
ETHUSDT,SANDUSDT,low_correlation_0.50
HNTUSDT,IMXUSDT,low_correlation_0.41
DOGEUSDC,GMTUSDT,low_correlation_0.49
HNTUSDT,WOOUSDT,low_correlation_0.28
BELUSDT,ENJUSDT,low_correlation_0.47
ETHDAI,SANDUSDT,low_correlation_0.50
HNTUSDT,MANAUSDT,low_correlation_0.34
BATUSDT,XEMUSDT,low_correlation_0.49
AVAXUSDT,HNTUSDT,low_correlation_-0.11
BNBUSDT,GLMRUSDT,low_correlation_0.47
HNTUSDT,MINAUSDT,low_correlation_-0.01
HNTUSDT,OMGUSDT,low_correlation_0.08
ENJUSDT,HNTUSDT,low_correlation_0.04
HNTUSDT,RUNEUSDT,low_correlation_0.30
HNTUSDT,MANAUSDC,low_correlation_0.34
ALGOUSDT,HNTUSDT,low_correlation_0.40
HNTUSDT,SOLUSDT,low_correlation_0.33
HNTUSDT,WAVESUSDT,low_correlation_0.43
HNTUSDT,SOLUSDC,low_correlation_0.33
BELUSDT,SOLUSDC,low_correlation_0.49
BELUSDT,SOLUSDT,low_correlation_0.49
MANAUSDT,SHIBUSDT,low_correlation_0.46
HNTUSDT,ZILUSDT,low_correlation_0.28
BELUSDT,LINKUSDT,low_correlation_0.47
BATUSDT,ETHUSDC,low_correlation_0.34
BATUSDT,ETHUSDT,low_correlation_0.34
BATUSDT,ETHDAI,low_correlation_0.34
ALGOUSDT,JASMYUSDT,low_correlation_0.47
BELUSDT,MINAUSDT,low_correlation_0.47
ENJUSDT,JASMYUSDT,low_correlation_0.49
BATUSDT,STETHUSDT,low_correlation_0.34
ATOMUSDT,IMXUSDT,low_correlation_0.39
DOGEUSDT,IMXUSDT,low_correlation_0.48
MANAUSDC,SHIBUSDT,low_correlation_0.46
BELUSDT,BTCUSDC,low_correlation_0.40
COMPUSDT,HNTUSDT,low_correlation_0.20
DOTUSDT,HNTUSDT,low_correlation_-0.00
BELUSDT,WBTCUSDT,low_correlation_0.40
SANDUSDT,SHIBUSDT,low_correlation_0.21
HNTUSDT,SUSHIUSDT,low_correlation_0.22
BELUSDT,BTCUSDT,low_correlation_0.40
HBARUSDT,HNTUSDT,low_correlation_0.10
DOTUSDC,HNTUSDT,low_correlation_-0.01
BNBUSDT,C98USDT,low_correlation_0.39
GRTUSDT,JASMYUSDT,low_correlation_0.49
HNTUSDT,LINKUSDT,low_correlation_-0.10
BTCUSDC,FTTUSDT,beta_out_of_range (678.95)
BTCUSDT,FTTUSDT,beta_out_of_range (674.69)
BTCDAI,FTTUSDT,beta_out_of_range (679.86)
SOLBTC,SOLUSDC,beta_out_of_range (0.00)
SOLBTC,SOLUSDT,beta_out_of_range (0.00)
DOGEUSDT,SHIBUSDT,beta_out_of_range (2618.40)
DOGEUSDC,SHIBUSDT,beta_out_of_range (3195.64)
ETHUSDC,FTTUSDT,beta_out_of_range (109.94)
ETHUSDT,FTTUSDT,beta_out_of_range (109.68)
BTCUSDT,SOLUSDT,beta_out_of_range (368.57)
BTCUSDC,SOLUSDT,beta_out_of_range (370.64)
BTCUSDC,SOLUSDC,beta_out_of_range (369.59)
BTCUSDT,SOLUSDC,beta_out_of_range (367.52)
ETHDAI,FTTUSDT,beta_out_of_range (110.05)
BTCDAI,SOLUSDT,beta_out_of_range (371.19)
BTCDAI,SOLUSDC,beta_out_of_range (370.17)
OMGUSDT,XECUSDT,beta_out_of_range (67663.67)
GRTUSDT,MKRUSDT,beta_out_of_range (0.00)
ALGOUSDT,XECUSDT,beta_out_of_range (6737.81)
WAVESUSDT,ZILUSDT,beta_out_of_range (134.37)
XECUSDT,ZILUSDT,beta_out_of_range (0.00)
XECUSDT,ZRXUSDT,beta_out_of_range (0.00)
BTCUSDC,SANDUSDT,beta_out_of_range (10143.14)
BTCUSDT,SANDUSDT,beta_out_of_range (10092.63)
BTCUSDC,MANAUSDT,beta_out_of_range (15439.01)
BTCUSDT,MANAUSDT,beta_out_of_range (15360.97)
BTCUSDC,SANDUSDC,beta_out_of_range (10143.99)
BTCUSDT,SANDUSDC,beta_out_of_range (10093.09)
ICXUSDT,XECUSDT,beta_out_of_range (8332.18)
SANDUSDT,WBTCUSDT,beta_out_of_range (0.00)
MKRUSDT,RUNEUSDT,beta_out_of_range (240.05)
MKRUSDT,ZILUSDT,beta_out_of_range (25226.69)
MANAUSDT,WBTCUSDT,beta_out_of_range (0.00)
DOTUSDT,ZILUSDT,beta_out_of_range (239.82)
DOTUSDC,ZILUSDT,beta_out_of_range (240.52)
CELOUSDT,MKRUSDT,beta_out_of_range (0.00)
SANDUSDC,WBTCUSDT,beta_out_of_range (0.00)
BTCUSDC,CELOUSDT,beta_out_of_range (14689.13)
BTCUSDT,CELOUSDT,beta_out_of_range (14610.70)
BTCUSDC,MANAUSDC,beta_out_of_range (15381.80)
ADAUSDT,BTCUSDC,beta_out_of_range (0.00)
ADAUSDT,BTCUSDT,beta_out_of_range (0.00)
BTCUSDT,MANAUSDC,beta_out_of_range (15303.52)
BTCDAI,SANDUSDT,beta_out_of_range (10156.88)
AVAXUSDT,XLMUSDT,beta_out_of_range (456.92)
BTCDAI,MANAUSDT,beta_out_of_range (15465.27)
CELOUSDT,WBTCUSDT,beta_out_of_range (0.00)
BTCUSDC,DOTUSDT,beta_out_of_range (1635.83)
CELOUSDT,XECUSDT,beta_out_of_range (29727.91)
BTCUSDT,DOTUSDT,beta_out_of_range (1626.26)
BTCDAI,SANDUSDC,beta_out_of_range (10158.77)
MKRUSDT,ZRXUSDT,beta_out_of_range (2530.32)
BTCUSDC,DOTUSDC,beta_out_of_range (1630.87)
BATUSDT,XECUSDT,beta_out_of_range (8586.07)
ADAUSDT,WBTCUSDT,beta_out_of_range (0.00)
MANAUSDC,WBTCUSDT,beta_out_of_range (0.00)
BTCUSDT,DOGEUSDT,beta_out_of_range (218370.63)
SANDUSDT,XECUSDT,beta_out_of_range (33646.82)
BTCUSDC,DOGEUSDT,beta_out_of_range (219377.55)
BTCUSDT,DOTUSDC,beta_out_of_range (1621.28)
ADAUSDT,BTCDAI,beta_out_of_range (0.00)
BTCUSDC,XRPUSDT,beta_out_of_range (67717.38)
BTCUSDT,XRPUSDT,beta_out_of_range (67299.85)
DOTUSDT,WBTCUSDT,beta_out_of_range (0.00)
BTCUSDC,RUNEUSDT,beta_out_of_range (4361.37)
AVAXUSDT,WOOUSDT,beta_out_of_range (107.48)
DOTUSDC,WBTCUSDT,beta_out_of_range (0.00)
BTCUSDT,RUNEUSDT,beta_out_of_range (4335.57)
1INCHUSDT,MKRUSDT,beta_out_of_range (0.00)
ETHUSDC,OMGUSDT,beta_out_of_range (1043.13)
ETHUSDT,OMGUSDT,beta_out_of_range (1041.05)
BTCUSDC,XRPUSDC,beta_out_of_range (67236.70)
BTCDAI,MANAUSDC,beta_out_of_range (15409.21)
ETHUSDC,ZILUSDT,beta_out_of_range (59290.91)
