pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
COMPUSDT-GMXUSDT,08/02-10/31,2.248569965362549,0.20110806822776794,9,0.24984110891819,6,12,2881,1.0811376571655273,-0.19366726279258728,
AXSUSDT-UNIUSDT,08/02-10/31,-13.513263702392578,0.8691362142562866,16,-0.8445789813995361,5,27,2881,1.3487964868545532,-4.9736223220825195,
INTERUSDT-THETAUSDT,08/02-10/31,0.11788882315158844,0.21496683359146118,22,0.005358582828193903,7,37,2881,0.3699449598789215,-0.15484993159770966,
INTERUSDT-WAXPUSDT,08/02-10/31,-0.0643211230635643,0.045557521283626556,4,-0.016080280765891075,0,8,2881,0.0,-0.022446220740675926,
INTERUSDT-MANAUSDC,08/02-10/31,-1.2993968725204468,0.47469332814216614,31,-0.041916027665138245,11,51,2881,1.646927833557129,-2.2178945541381836,
AFCUSDT-DOTUSDC,08/02-10/31,-1.9420170783996582,0.21391400694847107,14,-0.13871550559997559,7,21,2881,4.959356784820557,-4.488110542297363,
ETHWUSDT-XTZUSDT,08/02-10/31,1.9464967250823975,0.5339147448539734,19,0.10244719684123993,8,30,2881,2.7942800521850586,-4.022794723510742,
SUSHIUSDT-UMAUSDT,08/02-10/31,-5.643356800079346,0.430536687374115,18,-0.31351983547210693,9,27,2881,1.1545627117156982,-4.88386869430542,
HFTUSDT-RPLUSDT,08/02-10/31,-1.4184266328811646,1.411508560180664,23,-0.06167072430253029,12,34,2881,1.2403836250305176,-2.4151265621185303,
BICOUSDT-CRVUSDT,08/02-10/31,0.7581180334091187,0.3537272810935974,21,0.036100856959819794,11,31,2881,1.031200885772705,-0.8762005567550659,
CTCUSDT-VPADUSDT,08/02-10/31,20.350339889526367,0.2693735361099243,9,2.2611489295959473,6,12,2881,4.910008430480957,-0.3927612006664276,
MANAUSDC-XRPUSDT,08/02-10/31,-3.344184398651123,1.0181981325149536,19,-0.17600969970226288,6,32,2881,8.258312225341797,-2.7589025497436523,
FORTUSDT-PSTAKEUSDT,08/02-10/31,-0.2777094841003418,0.16272521018981934,11,-0.02524631656706333,5,17,2881,5.273443222045898,-6.21527099609375,
FORTUSDT-PSGUSDT,08/02-10/31,0.3652639389038086,1.1805232763290405,48,0.007609665393829346,16,80,2881,5.8977766036987305,-7.720026969909668,
ALGOUSDT-ROSEUSDT,08/02-10/31,1.0537805557250977,0.3536950349807739,25,0.04215122386813164,13,37,2881,0.6959572434425354,-0.6711464524269104,
DOGEUSDT-TELUSDT,08/02-10/31,-3.2731528282165527,1.3239988088607788,25,-0.13092611730098724,11,39,2881,3.5606191158294678,-7.499290943145752,
ROSEUSDT-XEMUSDT,08/02-10/31,-1.2753140926361084,0.44200068712234497,15,-0.08502093702554703,8,22,2881,1.400855541229248,-1.8329269886016846,
ONEUSDT-XRPUSDC,08/02-10/31,4.864592552185059,0.9729560613632202,20,0.24322962760925293,12,28,2881,3.1903626918792725,-2.1140799522399902,
SONUSDT-TELUSDT,08/02-10/31,-0.41170263290405273,0.09978163242340088,5,-0.08234052360057831,3,7,2881,0.0930207222700119,-0.38015541434288025,
TIMEUSDT-ZENUSDT,08/02-10/31,-4.00653076171875,0.39470070600509644,35,-0.11447230726480484,8,62,2881,1.676559329032898,-2.292367458343506,
ARUSDT-FILUSDT,08/02-10/31,-7.203564643859863,1.6033817529678345,20,-0.36017823219299316,12,28,2881,2.2187113761901855,-15.585954666137695,
SNXUSDT-SOLOUSDT,08/02-10/31,0.4181850552558899,0.22042670845985413,14,0.02987036108970642,4,24,2881,1.2178385257720947,-0.7530583143234253,
INTERUSDT-QTUMUSDT,08/02-10/31,0.4384968876838684,0.26639699935913086,27,0.016240624710917473,6,48,2881,0.3744852840900421,-0.06340937316417694,
