pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
COMPUSDT-GMXUSDT,08/02-10/31,2.248549222946167,0.0,9,0.24983879923820496,6,12,2881,1.081132173538208,-0.19366997480392456,
COMPUSDT-LTCUSDC,08/02-10/31,1.3355283737182617,0.0,13,0.10273294895887375,7,19,2881,1.6195671558380127,-0.7877103090286255,
COMPUSDT-LTCUSDT,08/02-10/31,0.5160129070281982,0.0,14,0.03685806319117546,7,21,2881,0.7869383096694946,-0.768056333065033,
TIMEUSDT-ZENUSDT,08/02-10/31,-4.00653600692749,0.0,35,-0.11447245627641678,8,62,2881,1.6765575408935547,-2.2923684120178223,
TIMEUSDT-XRPUSDC,08/02-10/31,1.3041245937347412,0.0,33,0.03951892629265785,11,55,2881,3.5731709003448486,-2.313082218170166,
TIMEUSDT-XRPUSDT,08/02-10/31,1.2014055252075195,0.0,34,0.03533545508980751,11,57,2881,3.615685224533081,-2.297811985015869,
ETHUSDC-ETHUSDT,08/02-10/31,-0.6703861355781555,0.0,6,-0.11173102259635925,2,10,2881,0.02618950419127941,-0.22663311660289764,
ARUSDT-MANAUSDT,08/02-10/31,-6.66420316696167,0.0,20,-0.33321017026901245,13,27,2881,3.4455695152282715,-15.204389572143555,
ARUSDT-MANAUSDC,08/02-10/31,-9.173870086669922,0.0,20,-0.4586935043334961,14,26,2881,3.8571834564208984,-15.202537536621094,
AXSUSDT-UNIUSDT,08/02-10/31,-13.513327598571777,0.0,16,-0.8445829749107361,5,27,2881,1.3487889766693115,-4.973613262176514,
ARUSDT-FILUSDT,08/02-10/31,-7.203458309173584,0.0,20,-0.36017292737960815,12,28,2881,2.218775987625122,-15.585954666137695,
INTERUSDT-KSMUSDT,08/02-10/31,0.6646192669868469,0.0,25,0.026584770530462265,11,39,2881,0.5676536560058594,-0.08155755698680878,
AXSUSDT-SANDUSDT,08/02-10/31,-4.757027626037598,0.0,12,-0.396418958902359,5,19,2881,2.1405410766601562,-3.9008629322052,
AXSUSDT-SANDUSDC,08/02-10/31,-7.072934627532959,0.0,9,-0.7858816385269165,4,14,2881,1.8333126306533813,-4.566233158111572,
INTERUSDT-THETAUSDT,08/02-10/31,0.11787976324558258,0.0,22,0.005358171183615923,7,37,2881,0.3699386715888977,-0.1548520028591156,
SNXUSDT-SOLOUSDT,08/02-10/31,0.41819438338279724,0.0,14,0.029871027916669846,4,24,2881,1.2178406715393066,-0.7530578970909119,
INTERUSDT-XRPUSDC,08/02-10/31,1.8786096572875977,0.0,29,0.06477964669466019,14,44,2881,2.6902384757995605,-3.547989845275879,
INTERUSDT-XRPUSDT,08/02-10/31,1.7958877086639404,0.0,29,0.06192716211080551,15,43,2881,2.6234912872314453,-3.5642058849334717,
INTERUSDT-ZENUSDT,08/02-10/31,3.3301751613616943,0.0,25,0.13320700824260712,8,42,2881,1.8339447975158691,-0.27524545788764954,
INTERUSDT-STXUSDT,08/02-10/31,-0.0064008235931396484,0.0,28,-0.00022860083845444024,6,50,2881,0.37309589982032776,-0.2869148552417755,
INTERUSDT-ROSEUSDT,08/02-10/31,-1.0985424518585205,0.0,24,-0.045772600919008255,9,39,2881,0.4479755461215973,-2.2193663120269775,
INTERUSDT-SNXUSDT,08/02-10/31,0.2631567716598511,0.0,24,0.010964865796267986,6,42,2881,0.36574387550354004,-0.15778562426567078,
INTERUSDT-SOLOUSDT,08/02-10/31,-2.597909688949585,0.0,28,-0.09278248995542526,11,45,2881,0.3780888319015503,-3.603196859359741,
INTERUSDT-WAXPUSDT,08/02-10/31,-0.06432048976421356,0.0,4,-0.01608012244105339,0,8,2881,0.0,-0.02244614250957966,
INTERUSDT-QTUMUSDT,08/02-10/31,0.43849635124206543,0.0,27,0.01624060608446598,6,48,2881,0.37449076771736145,-0.06340926885604858,
INTERUSDT-ZILUSDT,08/02-10/31,2.4615964889526367,0.0,29,0.08488263934850693,14,44,2881,1.5880850553512573,-0.26908835768699646,
HNTUSDT-VPADUSDT,08/02-10/31,6.14094877243042,0.0,5,1.2281897068023682,1,9,2881,7.513509273529053,-1.325174331665039,
INTERUSDT-LTCUSDC,08/02-10/31,-1.2236051559448242,0.0,30,-0.04078684002161026,15,45,2881,1.5864434242248535,-3.468736410140991,
INTERUSDT-LTCUSDT,08/02-10/31,-1.6735866069793701,0.0,29,-0.05770988389849663,17,41,2881,1.6171396970748901,-3.483220338821411,
MASKUSDT-XRPUSDC,08/02-10/31,2.752209424972534,0.0,26,0.10585420578718185,15,37,2881,3.126016855239868,-2.201986074447632,
MASKUSDT-XRPUSDT,08/02-10/31,1.1479642391204834,0.0,24,0.04783184453845024,14,34,2881,2.7999050617218018,-2.106826066970825,
INTERUSDT-MANAUSDT,08/02-10/31,0.3128363788127899,0.0,30,0.01042787916958332,11,49,2881,1.6827150583267212,-2.3327646255493164,
INTERUSDT-MANAUSDC,08/02-10/31,-1.2993882894515991,0.0,31,-0.04191575199365616,11,51,2881,1.6469238996505737,-2.217885971069336,
INTERUSDT-XEMUSDT,08/02-10/31,-1.8303592205047607,0.0,25,-0.07321436703205109,4,46,2881,1.5363296270370483,-3.7224860191345215,
INTERUSDT-WAVESUSDT,08/02-10/31,-0.0411149263381958,0.0,23,-0.0017876054625958204,5,41,2881,0.3739863336086273,-0.2289593666791916,
INTERUSDT-USTCUSDT,08/02-10/31,0.502528965473175,0.0,24,0.020938707515597343,7,41,2881,0.44201263785362244,-0.08389855176210403,
AFCUSDT-ICPUSDC,08/02-10/31,-1.4451854228973389,0.0,13,-0.11116810888051987,7,19,2881,4.940927982330322,-4.4737420082092285,
AFCUSDT-ICPUSDT,08/02-10/31,-1.7631967067718506,0.0,14,-0.12594261765480042,8,20,2881,4.940711975097656,-4.486083507537842,
AFCUSDT-AVAXUSDC,08/02-10/31,-0.13882137835025787,0.0,1,-0.13882137835025787,0,2,2881,0.0,-0.13237690925598145,
AFCUSDT-AVAXUSDT,08/02-10/31,-0.14402219653129578,0.0,1,-0.14402219653129578,0,2,2881,0.0,-0.13744139671325684,
AFCUSDT-DOTUSDC,08/02-10/31,-1.942013144493103,0.0,14,-0.1387152224779129,7,21,2881,4.959352493286133,-4.488104343414307,
AFCUSDT-DOTUSDT,08/02-10/31,-1.9643421173095703,0.0,14,-0.1403101533651352,6,22,2881,4.933902263641357,-4.487484455108643,
AFCUSDT-MDAOUSDT,08/02-10/31,10.197529792785645,0.0,13,0.7844253778457642,3,23,2881,7.418583393096924,-4.497289180755615,
CITYUSDT-DOTUSDC,08/02-10/31,-0.2881656885147095,0.0,20,-0.014408284798264503,8,32,2881,2.9386520385742188,-2.7281641960144043,
CITYUSDT-DOTUSDT,08/02-10/31,-0.3722892999649048,0.0,20,-0.01861446537077427,8,32,2881,2.9353597164154053,-2.779186725616455,
QTUMUSDT-STXUSDT,08/02-10/31,4.1497697830200195,0.0,14,0.2964121401309967,8,20,2881,2.554358720779419,-3.1151862144470215,
CITYUSDT-JUVUSDT,08/02-10/31,0.4152071475982666,0.0,23,0.018052484840154648,5,41,2881,2.958639144897461,-2.6894967555999756,
UMAUSDT-XRPUSDC,08/02-10/31,1.8981854915618896,0.0,21,0.09038978815078735,8,34,2881,4.980432033538818,-8.970623016357422,
UMAUSDT-XRPUSDT,08/02-10/31,1.8343281745910645,0.0,22,0.08337855339050293,10,34,2881,4.568970203399658,-9.095244407653809,
ETHWUSDT-GMTUSDC,08/02-10/31,6.52778959274292,0.0,24,0.27199122309684753,16,32,2881,3.13987135887146,-6.040351867675781,
ETHWUSDT-GMTUSDT,08/02-10/31,15.168063163757324,0.0,22,0.6894574165344238,17,27,2881,3.216397285461426,-1.3649393320083618,
ETHWUSDT-SANDUSDC,08/02-10/31,12.979265213012695,0.0,19,0.6831192374229431,13,25,2881,3.048431634902954,-1.7041839361190796,
ETHWUSDT-SANDUSDT,08/02-10/31,13.705778121948242,0.0,20,0.6852889060974121,14,26,2881,3.222555160522461,-1.370225191116333,
CAKEUSDT-VPADUSDT,08/02-10/31,75.19519805908203,0.0,7,10.742171287536621,5,9,2881,40.681602478027344,-1.147599220275879,
SUSHIUSDT-USTCUSDT,08/02-10/31,-1.3497227430343628,0.0,13,-0.10382482409477234,6,20,2881,1.7341771125793457,-1.1532143354415894,
ARKMUSDT-NEXOUSDT,08/02-10/31,3.4914708137512207,0.0,24,0.14547795057296753,16,32,2881,1.3193950653076172,-0.41218265891075134,
HFTUSDT-SFUNDUSDT,08/02-10/31,-3.585522413253784,0.0,22,-0.16297829151153564,10,34,2881,2.492626428604126,-2.691633939743042,
HFTUSDC-SFUNDUSDT,08/02-10/31,2.7528202533721924,0.0,25,0.11011280864477158,15,35,2881,1.6049343347549438,-1.9824392795562744,
HFTUSDT-PSGUSDT,08/02-10/31,-3.9743547439575195,0.0,31,-0.12820498645305634,13,49,2881,1.2052347660064697,-1.6043576002120972,
HFTUSDC-PSGUSDT,08/02-10/31,-0.22550198435783386,0.0,34,-0.006632411386817694,14,54,2881,0.7451297640800476,-0.9732285737991333,
HFTUSDC-RPLUSDT,08/02-10/31,0.21472382545471191,0.0,24,0.008946825750172138,11,37,2881,1.3745588064193726,-1.7279284000396729,
HFTUSDT-RPLUSDT,08/02-10/31,-1.4183965921401978,0.0,23,-0.06166941672563553,12,34,2881,1.2403841018676758,-2.4151201248168945,
THETAUSDT-XRPUSDC,08/02-10/31,10.22202205657959,0.0,16,0.6388763785362244,10,22,2881,6.098216533660889,-2.5970025062561035,
THETAUSDT-XRPUSDT,08/02-10/31,8.510765075683594,0.0,18,0.4728202819824219,11,25,2881,5.455111503601074,-2.5866572856903076,
BICOUSDT-ROSEUSDT,08/02-10/31,-0.8859963417053223,0.0,22,-0.040272559970617294,11,33,2881,0.5373042821884155,-0.8996105194091797,
OMGUSDT-RDNTUSDT,08/02-10/31,0.36963951587677,0.0,19,0.01945471204817295,9,29,2881,1.1483898162841797,-1.9208755493164062,
CELOUSDT-ZRXUSDT,08/02-10/31,3.255500555038452,0.0,2,1.627750277519226,2,2,2881,2.731684684753418,-0.01581965573132038,
HFTUSDC-MOVRUSDT,08/02-10/31,5.778207778930664,0.0,27,0.2140076905488968,18,36,2881,1.2628530263900757,-0.8938516974449158,
HFTUSDT-MOVRUSDT,08/02-10/31,8.942959785461426,0.0,24,0.3726233243942261,17,31,2881,1.9293789863586426,-2.384364128112793,
NEXOUSDT-PSGUSDT,08/02-10/31,0.7126163244247437,0.0,26,0.02740832045674324,2,50,2881,1.8108974695205688,-0.5303244590759277,
