s1,s2,reason
AAVEUSDT,AVAXUSDT,low_correlation_0.49
AAVEUSDT,AVAXUSDC,low_correlation_0.49
ADAUSDT,LINKUSDC,low_correlation_0.45
ADAUSDT,LINKUSDT,low_correlation_0.46
ADAUSDC,LINKUSDC,low_correlation_0.45
DOTUSDT,LINKUSDC,low_correlation_0.37
ADAUSDC,LINKUSDT,low_correlation_0.46
DOTUSDT,LINKUSDT,low_correlation_0.38
DOTUSDC,LINKUSDC,low_correlation_0.37
DOTUSDC,LINKUSDT,low_correlation_0.38
AAVEUSDT,ICPUSDT,low_correlation_0.47
AAVEUSDT,ICPUSDC,low_correlation_0.47
ONEUSDT,SPELLUSDT,low_correlation_0.21
NFTUSDT,TRXUSDC,low_correlation_-0.06
NFTUSDT,TRXUSDT,low_correlation_-0.06
ICPUSDC,LINKUSDC,low_correlation_0.36
ICPUSDT,LINKUSDC,low_correlation_0.36
ICPUSDC,LINKUSDT,low_correlation_0.36
ICPUSDT,LINKUSDT,low_correlation_0.36
AVAXUSDT,BCHUSDT,low_correlation_0.48
DYDXUSDT,MASKUSDT,low_correlation_0.41
AVAXUSDC,BCHUSDT,low_correlation_0.48
GRTUSDT,SPELLUSDT,low_correlation_0.15
AVAXUSDT,LINKUSDC,low_correlation_0.39
GMTUSDT,SPELLUSDT,low_correlation_0.08
AVAXUSDT,LINKUSDT,low_correlation_0.39
AVAXUSDC,LINKUSDC,low_correlation_0.39
GMTUSDC,SPELLUSDT,low_correlation_0.08
AVAXUSDC,LINKUSDT,low_correlation_0.39
AAVEUSDT,GALAUSDT,low_correlation_0.36
XLMBTC,XRPBTC,low_correlation_0.48
ARBUSDT,LINKUSDC,low_correlation_0.44
ARBUSDC,LINKUSDC,low_correlation_0.44
ARBUSDT,LINKUSDT,low_correlation_0.44
ARBUSDC,LINKUSDT,low_correlation_0.44
GALAUSDT,HOOKUSDT,low_correlation_0.48
1INCHUSDT,SPELLUSDT,low_correlation_0.41
C98USDT,ENSUSDT,low_correlation_0.49
SPELLUSDT,WAVESUSDT,low_correlation_0.30
C98USDT,GALAUSDT,low_correlation_0.32
LINKUSDC,XTZUSDT,low_correlation_0.49
LINKUSDT,XTZUSDT,low_correlation_0.50
SPELLUSDT,ZILUSDT,low_correlation_0.30
AAVEUSDT,SUIUSDC,low_correlation_0.41
AAVEUSDT,SUIUSDT,low_correlation_0.41
OMGUSDT,SPELLUSDT,low_correlation_0.08
ARUSDT,SPELLUSDT,low_correlation_0.20
MANAUSDC,SPELLUSDT,low_correlation_0.19
MANAUSDT,SPELLUSDT,low_correlation_0.19
ETHDAI,TRXUSDC,low_correlation_-0.44
ENJUSDT,SPELLUSDT,low_correlation_-0.00
SPELLUSDT,XECUSDT,low_correlation_0.35
FILUSDC,SPELLUSDT,low_correlation_0.20
C98USDT,XTZUSDT,low_correlation_0.46
AAVEUSDT,HFTUSDT,low_correlation_0.50
FILUSDT,SPELLUSDT,low_correlation_0.19
ETHUSDC,TRXUSDC,low_correlation_-0.44
AAVEUSDT,APEUSDT,low_correlation_0.45
SLPUSDT,TRXUSDT,low_correlation_-0.42
ETHUSDT,TRXUSDC,low_correlation_-0.44
SLPUSDT,TRXUSDC,low_correlation_-0.43
ETHDAI,TRXUSDT,low_correlation_-0.44
AAVEUSDT,APEUSDC,low_correlation_0.45
AAVEUSDT,PEPEUSDT,low_correlation_0.44
ETHUSDT,TRXUSDT,low_correlation_-0.44
STETHUSDT,TRXUSDC,low_correlation_-0.44
ETHUSDC,TRXUSDT,low_correlation_-0.44
ARBUSDC,BCHUSDT,low_correlation_0.46
LINKUSDC,PEPEUSDT,low_correlation_0.38
STETHUSDT,TRXUSDT,low_correlation_-0.44
AXSUSDT,SPELLUSDT,low_correlation_0.09
LINKUSDT,PEPEUSDT,low_correlation_0.38
SPELLUSDT,YFIUSDT,low_correlation_0.02
ARBUSDT,BCHUSDT,low_correlation_0.46
AAVEUSDT,STGUSDT,low_correlation_0.36
FLOWUSDT,SPELLUSDT,low_correlation_0.22
ANKRUSDT,SPELLUSDT,low_correlation_0.22
BELUSDT,PEPEUSDT,low_correlation_0.42
BLURUSDT,DYDXUSDT,low_correlation_0.48
SOLBTC,SOLUSDT,beta_out_of_range (0.00)
SOLBTC,SOLUSDC,beta_out_of_range (0.00)
XLMBTC,XLMUSDT,beta_out_of_range (0.00)
XLMBTC,XLMUSDC,beta_out_of_range (0.00)
ETHUSDC,SANDUSDC,beta_out_of_range (2202.07)
ETHUSDC,SANDUSDT,beta_out_of_range (2195.13)
ETHUSDT,SANDUSDC,beta_out_of_range (2216.96)
ETHUSDT,SANDUSDT,beta_out_of_range (2210.01)
SANDUSDC,STETHUSDT,beta_out_of_range (0.00)
SANDUSDT,STETHUSDT,beta_out_of_range (0.00)
ALGOBTC,ALGOUSDT,beta_out_of_range (0.00)
ETHDAI,SANDUSDC,beta_out_of_range (2202.16)
ADAUSDC,ETHUSDC,beta_out_of_range (0.00)
ADAUSDC,ETHUSDT,beta_out_of_range (0.00)
ADAUSDT,ETHUSDT,beta_out_of_range (0.00)
ADAUSDT,ETHUSDC,beta_out_of_range (0.00)
ETHDAI,SANDUSDT,beta_out_of_range (2195.18)
LTCBTC,LTCUSDT,beta_out_of_range (0.00)
LTCBTC,LTCUSDC,beta_out_of_range (0.00)
ADAUSDC,STETHUSDT,beta_out_of_range (0.00)
LUNAUSDT,LUNCUSDT,beta_out_of_range (8338.35)
ADAUSDT,STETHUSDT,beta_out_of_range (0.00)
LUNAUSDT,LUNCUSDC,beta_out_of_range (8367.62)
MANABTC,MANAUSDT,beta_out_of_range (0.00)
MANABTC,MANAUSDC,beta_out_of_range (0.00)
ADAUSDC,ETHDAI,beta_out_of_range (0.00)
