s1,s2,reason
ETHUSDT,UNIUSDT,low_correlation_0.25
STETHUSDT,UNIUSDT,low_correlation_0.25
ETHUSDC,UNIUSDT,low_correlation_0.25
ETHDAI,UNIUSDT,low_correlation_0.25
ETCUSDT,UNIUSDT,low_correlation_0.44
ETHEUR,UNIUSDT,low_correlation_0.21
KAVAUSDT,MANAUSDT,low_correlation_0.44
KAVAUSDT,MANAUSDC,low_correlation_0.44
ADAUSDT,UNIUSDT,low_correlation_0.05
ADAUSDC,UNIUSDT,low_correlation_0.05
SANDUSDT,UNIUSDT,low_correlation_0.28
SANDUSDC,UNIUSDT,low_correlation_0.28
SUSHIUSDT,ZILUSDT,low_correlation_0.48
DOGEUSDT,UNIUSDT,low_correlation_0.22
BNBUSDT,UNIUSDT,low_correlation_0.21
DOTUSDC,FILUSDT,low_correlation_0.45
DOTUSDT,FILUSDT,low_correlation_0.44
MANAUSDT,SUIUSDT,low_correlation_0.28
MANAUSDC,SUIUSDT,low_correlation_0.28
DOTUSDC,FILUSDC,low_correlation_0.45
ADAEUR,UNIUSDT,low_correlation_0.02
FILUSDT,SHIBUSDC,low_correlation_0.49
FILUSDC,SHIBUSDC,low_correlation_0.49
MANAUSDC,SUIUSDC,low_correlation_0.28
DOTUSDT,FILUSDC,low_correlation_0.44
MANAUSDT,SUIUSDC,low_correlation_0.28
DOGEUSDC,UNIUSDT,low_correlation_0.22
KAVAUSDT,LTCEUR,low_correlation_0.33
FILUSDT,SHIBUSDT,low_correlation_0.49
FILUSDC,SHIBUSDT,low_correlation_0.49
KAVAUSDT,WAVESUSDT,low_correlation_0.43
ARKMUSDT,MANAUSDT,low_correlation_0.37
ARKMUSDT,MANAUSDC,low_correlation_0.37
XLMUSDT,XRPUSDT,low_correlation_0.03
XLMUSDT,XRPUSDC,low_correlation_0.02
KAVAUSDT,LTCUSDT,low_correlation_0.40
XLMUSDC,XRPUSDC,low_correlation_0.03
XLMUSDC,XRPUSDT,low_correlation_0.03
SANDUSDT,SUIUSDT,low_correlation_0.44
KAVAUSDT,LTCUSDC,low_correlation_0.40
SANDUSDT,SUIUSDC,low_correlation_0.45
SANDUSDC,SUIUSDC,low_correlation_0.44
SANDUSDC,SUIUSDT,low_correlation_0.44
FLOWUSDT,KAVAUSDT,low_correlation_0.31
CRVUSDT,ETHEUR,low_correlation_0.47
BATUSDT,ENSUSDT,low_correlation_0.28
BTCUSDT,DOTUSDT,low_correlation_0.15
BTCUSDC,DOTUSDT,low_correlation_0.15
ADAUSDT,ATOMUSDT,low_correlation_0.45
BTCUSDT,DOTUSDC,low_correlation_0.16
BTCUSDC,DOTUSDC,low_correlation_0.16
GMTUSDT,UNIUSDT,low_correlation_0.34
DOTUSDC,FLOWUSDT,low_correlation_0.44
ADAUSDC,ATOMUSDT,low_correlation_0.45
MANAUSDT,UNIUSDT,low_correlation_0.13
DOGEUSDT,SUIUSDC,low_correlation_0.46
DOGEEUR,UNIUSDT,low_correlation_0.16
MANAUSDC,UNIUSDT,low_correlation_0.13
MAGICUSDT,SUSHIUSDT,low_correlation_0.40
GMTUSDC,UNIUSDT,low_correlation_0.33
DOGEUSDT,SUIUSDT,low_correlation_0.46
DOTUSDT,FLOWUSDT,low_correlation_0.44
DOGEUSDC,SUIUSDC,low_correlation_0.46
ANKRUSDT,LRCUSDT,low_correlation_0.44
DOGEUSDC,SUIUSDT,low_correlation_0.46
APTUSDT,SUIUSDT,low_correlation_0.32
CRVUSDT,SANDUSDT,low_correlation_0.50
AVAXUSDC,UNIUSDT,low_correlation_0.10
SHIBUSDC,UNIUSDT,low_correlation_0.48
ALGOBTC,ALGOUSDT,low_correlation_0.08
SHIBUSDT,UNIUSDT,low_correlation_0.48
AVAXUSDT,UNIUSDT,low_correlation_0.10
LRCUSDT,ZENUSDT,low_correlation_0.46
ENSUSDT,ROSEUSDT,low_correlation_0.41
ARBUSDC,SUSHIUSDT,low_correlation_0.46
BATUSDT,NEARUSDT,low_correlation_0.40
CELOUSDT,KAVAUSDT,low_correlation_0.45
CRVUSDT,SANDUSDC,low_correlation_0.50
LUNAUSDT,USTCUSDT,low_correlation_0.46
DOTUSDC,MASKUSDT,low_correlation_0.45
APTUSDT,SUIUSDC,low_correlation_0.32
ARBUSDT,SUSHIUSDT,low_correlation_0.46
DOTUSDT,MASKUSDT,low_correlation_0.45
ARUSDT,UNIUSDT,low_correlation_0.25
AXSUSDT,SUIUSDC,low_correlation_0.47
DOTUSDT,SOLEUR,low_correlation_0.12
GRTUSDT,SUIUSDC,low_correlation_0.46
APTUSDC,SUIUSDC,low_correlation_0.32
DOTUSDC,SOLEUR,low_correlation_0.13
AXSUSDT,SUIUSDT,low_correlation_0.47
APTUSDC,SUIUSDT,low_correlation_0.32
CRVUSDT,ETHUSDT,low_correlation_0.41
GRTUSDT,SUIUSDT,low_correlation_0.46
CRVUSDT,ETHUSDC,low_correlation_0.41
BTCDAI,DOTUSDC,low_correlation_0.16
ICPUSDT,UNIUSDT,low_correlation_0.03
CRVUSDT,STETHUSDT,low_correlation_0.41
BTCDAI,DOTUSDT,low_correlation_0.15
DOTUSDT,SOLUSDT,low_correlation_0.07
1INCHUSDT,KAVAUSDT,low_correlation_0.19
DOTUSDT,SOLUSDC,low_correlation_0.07
DOTUSDC,SOLUSDT,low_correlation_0.07
CRVUSDT,ETHDAI,low_correlation_0.41
DOTUSDC,SOLUSDC,low_correlation_0.07
ICPUSDC,UNIUSDT,low_correlation_0.03
GRTUSDT,UNIUSDT,low_correlation_0.25
GMTUSDT,SEIUSDT,low_correlation_0.29
XLMUSDT,XRPEUR,low_correlation_-0.09
GMTUSDC,SEIUSDT,low_correlation_0.29
XLMUSDC,XRPEUR,low_correlation_-0.08
DOGEEUR,SUIUSDC,low_correlation_0.42
BATUSDT,SHIBUSDT,low_correlation_0.34
COMPUSDT,SHIBUSDT,low_correlation_0.29
COMPUSDT,SHIBUSDC,low_correlation_0.29
BATUSDT,SHIBUSDC,low_correlation_0.35
ANKRUSDT,DOTUSDC,low_correlation_0.19
ANKRUSDT,DOTUSDT,low_correlation_0.18
SEIUSDT,XTZUSDT,low_correlation_0.28
DOGEEUR,SUIUSDT,low_correlation_0.42
BTCEUR,DOTUSDT,low_correlation_0.19
AVAXUSDT,ENSUSDT,low_correlation_0.47
AXSUSDT,STGUSDT,low_correlation_0.46
SUIUSDC,WAVESUSDT,low_correlation_0.23
AVAXUSDC,ENSUSDT,low_correlation_0.47
ARBUSDC,SEIUSDT,low_correlation_0.37
LTCUSDC,UNIUSDT,low_correlation_0.35
LTCUSDT,UNIUSDT,low_correlation_0.36
BTCEUR,DOTUSDC,low_correlation_0.19
ARBUSDT,SEIUSDT,low_correlation_0.37
BATUSDT,LRCUSDT,low_correlation_0.48
SUIUSDT,WAVESUSDT,low_correlation_0.22
DOTUSDT,WOOUSDT,low_correlation_0.26
FILUSDT,UNIUSDT,low_correlation_0.05
DOTUSDC,WOOUSDT,low_correlation_0.26
MANAUSDC,SEIUSDT,low_correlation_-0.01
MANAUSDT,SEIUSDT,low_correlation_-0.01
GALAUSDT,SUSHIUSDT,low_correlation_0.44
ARKMUSDT,SUSHIUSDT,low_correlation_0.49
SUSHIUSDT,ZENUSDT,low_correlation_0.30
1INCHUSDT,LRCUSDT,low_correlation_0.49
FLOWUSDT,SUIUSDC,low_correlation_0.13
QTUMUSDT,SHIBUSDT,low_correlation_0.48
DOTUSDC,QTUMUSDT,low_correlation_0.33
ONEUSDT,SEIUSDT,low_correlation_0.09
FLOWUSDT,SUIUSDT,low_correlation_0.13
ADAEUR,ATOMUSDT,low_correlation_0.44
STETHUSDT,SUIUSDC,low_correlation_0.37
QTUMUSDT,SHIBUSDC,low_correlation_0.49
FILUSDC,UNIUSDT,low_correlation_0.05
MANAUSDT,STGUSDT,low_correlation_0.28
DOTUSDT,QTUMUSDT,low_correlation_0.33
DOTUSDC,WBTCUSDT,low_correlation_0.16
DOTUSDT,WBTCUSDT,low_correlation_0.15
