pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
COMPUSDT-GMXUSDT,08/02-10/31,2.653484344482422,0.0,7,0.37906917929649353,6,8,2881,1.081132173538208,-0.03665534779429436,
TIMEUSDT-ZENUSDT,08/02-10/31,-3.8769378662109375,0.0,30,-0.129231259226799,7,53,2881,1.6765575408935547,-2.2923684120178223,
ETHUSDC-ETHUSDT,08/02-10/31,-0.0890468880534172,0.0,2,-0.0445234440267086,1,3,2881,0.010759051889181137,-0.04306432604789734,
AXSUSDT-UNIUSDT,08/02-10/31,-13.16159439086914,0.0,14,-0.94011390209198,4,24,2881,1.3487889766693115,-4.973613262176514,
ARUSDT-FILUSDT,08/02-10/31,-8.883904457092285,0.0,14,-0.6345645785331726,9,19,2881,2.218775987625122,-15.585954666137695,
AXSUSDT-SANDUSDT,08/02-10/31,-4.104633331298828,0.0,9,-0.4560703635215759,4,14,2881,2.1405410766601562,-3.9008629322052,
AXSUSDT-SANDUSDC,08/02-10/31,-6.61883544921875,0.0,7,-0.9455479383468628,3,11,2881,1.8333126306533813,-4.566233158111572,
INTERUSDT-THETAUSDT,08/02-10/31,-3.1213512420654297,0.0,19,-0.16428165137767792,6,32,2881,0.3699386715888977,-3.5055041313171387,
SNXUSDT-SOLOUSDT,08/02-10/31,-1.5919256210327148,0.0,11,-0.14472050964832306,2,20,2881,0.6610859036445618,-0.7220678925514221,
INTERUSDT-XRPUSDC,08/02-10/31,-0.27919429540634155,0.0,20,-0.013959715142846107,9,31,2881,2.6902384757995605,-3.547989845275879,
INTERUSDT-XRPUSDT,08/02-10/31,-0.41381245851516724,0.0,20,-0.02069062367081642,9,31,2881,2.6234912872314453,-3.5642058849334717,
INTERUSDT-ZENUSDT,08/02-10/31,-4.101029872894287,0.0,20,-0.2050514966249466,5,35,2881,0.25546976923942566,-3.515319347381592,
INTERUSDT-STXUSDT,08/02-10/31,-3.764497995376587,0.0,21,-0.17926180362701416,3,39,2881,0.3016725182533264,-3.5313267707824707,
INTERUSDT-ROSEUSDT,08/02-10/31,-2.583097457885742,0.0,18,-0.14350540935993195,6,30,2881,0.4479755461215973,-3.4903388023376465,
INTERUSDT-SOLOUSDT,08/02-10/31,-3.0079448223114014,0.0,19,-0.15831288695335388,7,31,2881,0.3476417064666748,-3.603196859359741,
INTERUSDT-WAXPUSDT,08/02-10/31,-0.06432048976421356,0.0,4,-0.01608012244105339,0,8,2881,0.0,-0.02244614250957966,
INTERUSDT-QTUMUSDT,08/02-10/31,0.13358929753303528,0.0,21,0.0063613951206207275,5,37,2881,0.28717610239982605,-0.06340926885604858,
INTERUSDT-ZILUSDT,08/02-10/31,-3.0797111988067627,0.0,18,-0.171095073223114,7,29,2881,0.30669423937797546,-3.509704351425171,
INTERUSDT-LTCUSDC,08/02-10/31,0.283496618270874,0.0,24,0.011812359094619751,13,35,2881,1.8228427171707153,-3.468736410140991,
INTERUSDT-LTCUSDT,08/02-10/31,-0.856158971786499,0.0,23,-0.03722430393099785,14,32,2881,1.9238531589508057,-3.483220338821411,
MASKUSDT-XRPUSDC,08/02-10/31,-1.5137531757354736,0.0,20,-0.07568766176700592,12,28,2881,1.7145966291427612,-2.201986074447632,
MASKUSDT-XRPUSDT,08/02-10/31,0.9699466824531555,0.0,20,0.048497334122657776,12,28,2881,2.7999050617218018,-2.106826066970825,
INTERUSDT-MANAUSDT,08/02-10/31,-3.366687297821045,0.0,21,-0.16031844913959503,8,34,2881,0.9531927108764648,-3.500645875930786,
INTERUSDT-MANAUSDC,08/02-10/31,-4.930618762969971,0.0,22,-0.22411903738975525,7,37,2881,1.4592820405960083,-3.5244462490081787,
DYDXUSDT-QNTUSDT,08/02-10/31,23.024120330810547,0.0,24,0.959338366985321,14,34,2881,13.050226211547852,-3.3735122680664062,
INTERUSDT-XEMUSDT,08/02-10/31,-3.9581971168518066,0.0,19,-0.20832616090774536,1,37,2881,0.0037315047811716795,-3.7224860191345215,
INTERUSDT-WAVESUSDT,08/02-10/31,-3.7842392921447754,0.0,19,-0.19917048513889313,3,35,2881,0.2293420433998108,-3.4821717739105225,
INTERUSDT-USTCUSDT,08/02-10/31,-2.9356164932250977,0.0,19,-0.1545061320066452,6,32,2881,0.44201263785362244,-3.5174267292022705,
PSGUSDT-VPADUSDT,08/02-10/31,-0.09691061079502106,0.0,9,-0.010767845436930656,2,16,2881,0.25165706872940063,-0.29430335760116577,
AFCUSDT-DOTUSDC,08/02-10/31,-4.49602746963501,0.0,12,-0.3746689558029175,6,18,2881,0.20793046057224274,-4.488104343414307,
AFCUSDT-DOTUSDT,08/02-10/31,-4.402602195739746,0.0,11,-0.400236576795578,5,17,2881,0.19404855370521545,-4.487484455108643,
AFCUSDT-MDAOUSDT,08/02-10/31,5.241578578948975,0.0,12,0.43679821491241455,2,22,2881,7.418583393096924,-4.497289180755615,
CITYUSDT-DOTUSDC,08/02-10/31,4.278115749359131,0.0,14,0.30557969212532043,6,22,2881,2.9386520385742188,-0.10777733474969864,
