pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
COMPUSDT-GMXUSDT,08/02-10/31,2.248549222946167,0.0,9,0.24983879923820496,6,12,2881,1.081132173538208,-0.19366997480392456,
TIMEUSDT-ZENUSDT,08/02-10/31,-4.00653600692749,0.0,35,-0.11447245627641678,8,62,2881,1.6765575408935547,-2.2923684120178223,
ETHUSDC-ETHUSDT,08/02-10/31,-0.6703861355781555,0.0,6,-0.11173102259635925,2,10,2881,0.02618950419127941,-0.22663311660289764,
AXSUSDT-UNIUSDT,08/02-10/31,-13.513327598571777,0.0,16,-0.8445829749107361,5,27,2881,1.3487889766693115,-4.973613262176514,
ARUSDT-FILUSDT,08/02-10/31,-7.203458309173584,0.0,20,-0.36017292737960815,12,28,2881,2.218775987625122,-15.585954666137695,
AXSUSDT-SANDUSDT,08/02-10/31,-4.757027626037598,0.0,12,-0.396418958902359,5,19,2881,2.1405410766601562,-3.9008629322052,
AXSUSDT-SANDUSDC,08/02-10/31,-7.072934627532959,0.0,9,-0.7858816385269165,4,14,2881,1.8333126306533813,-4.566233158111572,
INTERUSDT-THETAUSDT,08/02-10/31,0.11787976324558258,0.0,22,0.005358171183615923,7,37,2881,0.3699386715888977,-0.1548520028591156,
SNXUSDT-SOLOUSDT,08/02-10/31,0.41819438338279724,0.0,14,0.029871027916669846,4,24,2881,1.2178406715393066,-0.7530578970909119,
INTERUSDT-XRPUSDC,08/02-10/31,1.8786096572875977,0.0,29,0.06477964669466019,14,44,2881,2.6902384757995605,-3.547989845275879,
INTERUSDT-XRPUSDT,08/02-10/31,1.7958877086639404,0.0,29,0.06192716211080551,15,43,2881,2.6234912872314453,-3.5642058849334717,
INTERUSDT-ZENUSDT,08/02-10/31,3.3301751613616943,0.0,25,0.13320700824260712,8,42,2881,1.8339447975158691,-0.27524545788764954,
INTERUSDT-STXUSDT,08/02-10/31,-0.0064008235931396484,0.0,28,-0.00022860083845444024,6,50,2881,0.37309589982032776,-0.2869148552417755,
INTERUSDT-SOLOUSDT,08/02-10/31,-2.597909688949585,0.0,28,-0.09278248995542526,11,45,2881,0.3780888319015503,-3.603196859359741,
INTERUSDT-WAXPUSDT,08/02-10/31,-0.06432048976421356,0.0,4,-0.01608012244105339,0,8,2881,0.0,-0.02244614250957966,
INTERUSDT-ZILUSDT,08/02-10/31,2.4615964889526367,0.0,29,0.08488263934850693,14,44,2881,1.5880850553512573,-0.26908835768699646,
INTERUSDT-LTCUSDC,08/02-10/31,-1.2236051559448242,0.0,30,-0.04078684002161026,15,45,2881,1.5864434242248535,-3.468736410140991,
INTERUSDT-LTCUSDT,08/02-10/31,-1.6735866069793701,0.0,29,-0.05770988389849663,17,41,2881,1.6171396970748901,-3.483220338821411,
MASKUSDT-XRPUSDC,08/02-10/31,2.752209424972534,0.0,26,0.10585420578718185,15,37,2881,3.126016855239868,-2.201986074447632,
MASKUSDT-XRPUSDT,08/02-10/31,1.1479642391204834,0.0,24,0.04783184453845024,14,34,2881,2.7999050617218018,-2.106826066970825,
INTERUSDT-MANAUSDT,08/02-10/31,0.3128363788127899,0.0,30,0.01042787916958332,11,49,2881,1.6827150583267212,-2.3327646255493164,
INTERUSDT-MANAUSDC,08/02-10/31,-1.2993882894515991,0.0,31,-0.04191575199365616,11,51,2881,1.6469238996505737,-2.217885971069336,
INTERUSDT-XEMUSDT,08/02-10/31,-1.8303592205047607,0.0,25,-0.07321436703205109,4,46,2881,1.5363296270370483,-3.7224860191345215,
INTERUSDT-WAVESUSDT,08/02-10/31,-0.0411149263381958,0.0,23,-0.0017876054625958204,5,41,2881,0.3739863336086273,-0.2289593666791916,
INTERUSDT-USTCUSDT,08/02-10/31,0.502528965473175,0.0,24,0.020938707515597343,7,41,2881,0.44201263785362244,-0.08389855176210403,
PSGUSDT-VPADUSDT,08/02-10/31,0.19661113619804382,0.0,10,0.019661113619804382,3,17,2881,0.25165706872940063,-0.014391131699085236,
AFCUSDT-DOTUSDC,08/02-10/31,-1.942013144493103,0.0,14,-0.1387152224779129,7,21,2881,4.959352493286133,-4.488104343414307,
AFCUSDT-DOTUSDT,08/02-10/31,-1.9643421173095703,0.0,14,-0.1403101533651352,6,22,2881,4.933902263641357,-4.487484455108643,
CITYUSDT-DOTUSDC,08/02-10/31,-0.2881656885147095,0.0,20,-0.014408284798264503,8,32,2881,2.9386520385742188,-2.7281641960144043,
CITYUSDT-DOTUSDT,08/02-10/31,-0.3722892999649048,0.0,20,-0.01861446537077427,8,32,2881,2.9353597164154053,-2.779186725616455,
CITYUSDT-JUVUSDT,08/02-10/31,0.4152071475982666,0.0,23,0.018052484840154648,5,41,2881,2.958639144897461,-2.6894967555999756,
CAKEUSDT-VPADUSDT,08/02-10/31,75.19519805908203,0.0,7,10.742171287536621,5,9,2881,40.681602478027344,-1.147599220275879,
SUSHIUSDT-USTCUSDT,08/02-10/31,-1.3497227430343628,0.0,13,-0.10382482409477234,6,20,2881,1.7341771125793457,-1.1532143354415894,
ARKMUSDT-NEXOUSDT,08/02-10/31,3.4914708137512207,0.0,24,0.14547795057296753,16,32,2881,1.3193950653076172,-0.41218265891075134,
SUSHIUSDT-UMAUSDT,08/02-10/31,-5.6433210372924805,0.0,18,-0.31351783871650696,9,27,2881,1.1545665264129639,-4.883869171142578,
HFTUSDT-PSGUSDT,08/02-10/31,-3.9743547439575195,0.0,31,-0.12820498645305634,13,49,2881,1.2052347660064697,-1.6043576002120972,
HFTUSDC-PSGUSDT,08/02-10/31,-0.22550198435783386,0.0,34,-0.006632411386817694,14,54,2881,0.7451297640800476,-0.9732285737991333,
HFTUSDC-RPLUSDT,08/02-10/31,0.21472382545471191,0.0,24,0.008946825750172138,11,37,2881,1.3745588064193726,-1.7279284000396729,
