pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
COMPUSDT-GMXUSDT,08/02-10/31,2.0921530723571777,0.35752546787261963,9,0.23246145248413086,6,12,2881,1.0747756958007812,-0.20581625401973724,
SNXUSDT-SOLOUSDT,08/02-10/31,0.24674230813980103,0.3918696641921997,14,0.017624450847506523,4,24,2881,1.208132028579712,-0.7593756318092346,
INTERUSDT-QTUMUSDT,08/02-10/31,0.23129922151565552,0.47359463572502136,27,0.008566637523472309,6,48,2881,0.36798447370529175,-0.06602805107831955,
INTERUSDT-XEMUSDT,08/02-10/31,-2.0054633617401123,0.40024203062057495,25,-0.08021853119134903,4,46,2881,1.5332692861557007,-3.7250053882598877,
CITYUSDT-DOTUSDC,08/02-10/31,-0.45411860942840576,0.37934181094169617,20,-0.022705931216478348,8,32,2881,2.937502384185791,-2.7288475036621094,
SUSHIUSDT-UMAUSDT,08/02-10/31,-5.978218078613281,0.7653985619544983,18,-0.3321232199668884,9,27,2881,1.1431151628494263,-4.904438018798828,
CELOUSDT-ZRXUSDT,08/02-10/31,3.213174343109131,0.096793994307518,2,1.6065871715545654,2,2,2881,2.7206172943115234,-0.028123820200562477,
RSS3USDT-SCRTUSDT,08/02-10/31,2.948927879333496,0.584337592124939,8,0.368615984916687,2,14,2881,15.326384544372559,-6.46230936050415,
BATUSDT-PEOPLEUSDT,08/02-10/31,0.26444125175476074,0.6563292741775513,19,0.013917960226535797,12,26,2881,1.5218638181686401,-1.8995232582092285,
ALGOUSDT-WAXPUSDT,08/02-10/31,0.004671195521950722,0.015926426276564598,3,0.001557065173983574,1,5,2881,0.7057517170906067,-0.6676657199859619,
ROSEUSDT-WAXPUSDT,08/02-10/31,2.0022575855255127,0.3491929769515991,6,0.33370959758758545,4,8,2881,1.8668254613876343,-1.044073224067688,
LTCBTC-RVNUSDT,08/02-10/31,1.6127657890319824,0.8714762926101685,10,0.16127657890319824,5,15,2881,2.847954034805298,-0.619169294834137,
TIMEUSDT-ZENUSDT,08/02-10/31,-4.3135199546813965,0.7016900777816772,35,-0.12324342876672745,8,62,2881,1.6720589399337769,-2.2959256172180176,
INTERUSDT-XRPUSDC,08/02-10/31,1.6318448781967163,0.5639772415161133,29,0.05627051368355751,13,45,2881,2.687086820602417,-3.550762176513672,
INTERUSDT-ZILUSDT,08/02-10/31,2.211977005004883,0.5705664157867432,29,0.0762750655412674,14,44,2881,1.5857545137405396,-0.27864065766334534,
INTERUSDT-WAVESUSDT,08/02-10/31,-0.2303415834903717,0.4325452446937561,23,-0.010014851577579975,4,42,2881,0.3670879304409027,-0.23806293308734894,
CITYUSDT-DOTUSDT,08/02-10/31,-0.5343763828277588,0.3704969882965088,20,-0.02671881951391697,7,33,2881,2.934176206588745,-2.779881477355957,
HFTUSDT-PSGUSDT,08/02-10/31,-5.114667892456055,2.6065239906311035,31,-0.16498929262161255,13,49,2881,1.1942507028579712,-1.6346138715744019,
HFTUSDC-MOVRUSDT,08/02-10/31,5.205054759979248,1.3100305795669556,27,0.1927798092365265,17,37,2881,1.2468302249908447,-0.898917555809021,
RSS3USDT-XTZUSDT,08/02-10/31,7.260279655456543,0.7922298312187195,9,0.8066977262496948,5,13,2881,14.873307228088379,-6.948948383331299,
FORTUSDT-ICPUSDT,08/02-10/31,3.081218719482422,1.9663479328155518,42,0.07336235046386719,20,64,2881,5.967517375946045,-7.875945568084717,
ALGOUSDT-ROSEUSDT,08/02-10/31,0.7786843776702881,0.6287912130355835,25,0.03114737570285797,13,37,2881,0.6955181360244751,-0.6715143918991089,
WAXPUSDT-ZILUSDT,08/02-10/31,0.14979854226112366,0.07752954214811325,3,0.049932848662137985,3,3,2881,0.10462763905525208,-0.032640017569065094,
RACAUSDT-VPADUSDT,08/02-10/31,1.6540035009384155,0.33469831943511963,7,0.2362862080335617,4,10,2881,2.137235164642334,-1.5007094144821167,
ETHUSDC-ETHUSDT,08/02-10/31,-1.0845955610275269,0.9467271566390991,6,-0.18076592683792114,1,11,2881,0.013231758959591389,-0.2738543748855591,
INTERUSDT-XRPUSDT,08/02-10/31,1.5485230684280396,0.5654979944229126,29,0.053397346287965775,14,44,2881,2.620370626449585,-3.5669944286346436,
INTERUSDT-LTCUSDC,08/02-10/31,-1.4715704917907715,0.5667529702186584,30,-0.04905235022306442,13,47,2881,1.5841156244277954,-3.4698798656463623,
INTERUSDT-USTCUSDT,08/02-10/31,0.234433114528656,0.6127709746360779,24,0.009768046438694,5,43,2881,0.4262264370918274,-0.08577273041009903,
CITYUSDT-JUVUSDT,08/02-10/31,0.26199793815612793,0.35016870498657227,23,0.011391215026378632,5,41,2881,2.956573486328125,-2.690315008163452,
HFTUSDC-PSGUSDT,08/02-10/31,-1.0377287864685059,1.8564870357513428,34,-0.030521435663104057,13,55,2881,0.7336251735687256,-0.9940209984779358,
HFTUSDT-MOVRUSDT,08/02-10/31,8.046401023864746,2.0492591857910156,24,0.33526670932769775,17,31,2881,1.9057865142822266,-2.3916401863098145,
RSS3USDT-RVNUSDT,08/02-10/31,19.501628875732422,3.246410369873047,32,0.6094259023666382,14,50,2881,15.217717170715332,-6.288222312927246,
FORTUSDT-ICPUSDC,08/02-10/31,3.6492538452148438,1.9205890893936157,42,0.08688699454069138,19,65,2881,6.011767864227295,-7.924556732177734,
GMTUSDT-SANDUSDT,08/02-10/31,4.536910057067871,1.1727663278579712,16,0.28355687856674194,12,20,2881,1.5310907363891602,-1.0821013450622559,
USTCUSDT-ZILUSDT,08/02-10/31,5.96124267578125,1.293130874633789,20,0.29806214570999146,12,28,2881,2.896803379058838,-7.444884300231934,
AXSUSDT-UNIUSDT,08/02-10/31,-14.189257621765137,1.545130968093872,16,-0.886828601360321,5,27,2881,1.3201334476470947,-5.004922389984131,
