pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
BTCDAI-BTCEUR,02/01-05/31,8.654728,1.2736972570419312,78,0.11095805,59,96,2881,0.5663699,-0.6105379
KCSUSDT-KDAUSDT,02/01-05/31,4.029092,0.3879006505012512,38,0.106028736,19,57,2881,1.5264755,-0.88163877
ATOMUSDT-KDAUSDT,02/01-05/31,2.5192435,0.6249790191650391,53,0.047532897,27,78,2881,2.8615994,-1.3533703
COMPUSDT-GTAIUSDT,02/01-05/31,-7.088206,0.6563706994056702,50,-0.14176412,24,76,2881,2.1175623,-1.8614566
FILUSDC-GTAIUSDT,02/01-05/31,11.983436,0.22046367824077606,30,0.39944786,19,41,2881,3.3188465,-1.1620528
DOTUSDC-KDAUSDT,02/01-05/31,-3.4761062,0.8223506212234497,51,-0.06815895,24,77,2881,1.0545477,-1.2951462
ETHUSDC-ETHUSDT,02/01-05/31,-0.81931615,1.0503504276275635,60,-0.0136552695,27,93,2881,0.012010051,-0.038122203
FILUSDT-GTAIUSDT,02/01-05/31,6.677259,0.25462716817855835,33,0.20234118,14,52,2881,3.0684094,-1.0494667
DOTUSDT-KDAUSDT,02/01-05/31,1.5141985,0.8670970797538757,52,0.029119203,25,79,2881,2.273261,-1.2779415
ETCUSDT-JUVUSDT,02/01-05/31,1.9658148,0.5097519159317017,55,0.03574209,32,78,2881,1.3585063,-1.5641876
DOTUSDC-FTTUSDT,02/01-05/31,0.43866944,0.8200150728225708,41,0.010699254,18,64,2881,1.2379252,-1.1493762
GALFTUSDT-HBARUSDT,02/01-05/31,-10.59526,1.1836755275726318,35,-0.3027217,14,55,2881,5.89938,-4.571889
FILUSDC-JUVUSDT,02/01-05/31,4.392993,0.3583149313926697,50,0.08785986,25,75,2881,1.7473357,-0.76254606
DOTUSDT-FTTUSDT,02/01-05/31,-0.05002594,0.8183033466339111,41,-0.0012201449,17,65,2881,1.2381916,-1.1603763
FILUSDT-JUVUSDT,02/01-05/31,6.2323885,0.37967121601104736,56,0.11129265,29,82,2881,3.0960886,-0.84091073
AXSUSDT-KUBUSDT,02/01-05/31,1.0327852,0.36742910742759705,41,0.025189882,14,68,2881,2.1528893,-0.7885848
HNTUSDT-INTERUSDT,02/01-05/31,-5.895613,0.6271733045578003,48,-0.12282527,19,76,2881,0.57936287,-0.9743146
ATOMUSDT-GODSUSDT,02/01-05/31,2.60966,0.7072511315345764,47,0.05552468,27,67,2881,2.2326496,-1.3168296
CYBERUSDT-FIDAUSDT,02/01-05/31,1.8737601,0.358978271484375,48,0.03903667,22,73,2881,4.365068,-1.1180489
